表名,表注释,字段名,数据类型,是否可空,键类型,字段注释
sp_pd_wticket_firecontent,动火工作票内容,work_start_principal_uid,varchar,YES,,开始工作负责人ID
sp_pd_wticket_firecontent,动火工作票内容,bureau_code,varchar,YES,,局编码
sp_pd_wticket_firecontent,动火工作票内容,repare_safty,longtext,YES,,检修应采取的安全措施
sp_pd_wticket_firecontent,动火工作票内容,remark,longtext,YES,,备注
sp_pd_wticket_firecontent,动火工作票内容,province_code,varchar,YES,,省编码
sp_pd_wticket_firecontent,动火工作票内容,running_safty,longtext,YES,,运行应采取的安全措施
sp_pd_wticket_firecontent,动火工作票内容,data_from,varchar,YES,,数据来源
sp_pd_wticket_firecontent,动火工作票内容,work_start_permission_uid,varchar,YES,,开始工作许可人ID
sp_pd_wticket_firecontent,动火工作票内容,wticket_id,varchar,YES,,动火票ID
sp_pd_wticket_firecontent,动火工作票内容,update_time,datetime,YES,,数据更新时间
sp_pd_wticket_firecontent,动火工作票内容,cancel_reason,longtext,YES,,取消或作废原因
sp_pd_wticket_firecontent,动火工作票内容,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_wticket_firecontent,动火工作票内容,whether_measure_ok,varchar,YES,,可燃性、易爆气体含量或粉尘浓度测定是否合格（枚举：1-是； 2-否）
sp_pd_wticket_firecontent,动火工作票内容,cancel_uid,varchar,YES,,取消或作废人ID
sp_pd_wticket_firecontent,动火工作票内容,work_start_principal_uname,varchar,YES,,开始工作负责人名称
sp_pd_wticket_firecontent,动火工作票内容,work_start_guardian_uid,varchar,YES,,开始动火工作监护人ID
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,id,varchar,NO,PRI,主键ID
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,per_pull_breaker,longtext,YES,,（许可人填写）应断开的断路器（开关）（双重名称或编号）
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,safty_and_care,longtext,YES,,应采取的安全措施及安全注意事项：线2、配2、带电作业工作票业务表单-应采取的安全措施及安全注意事项
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,pull_switch,longtext,YES,,应拉隔离开关（刀闸）：变电第一种工作票业务表单-应拉隔离开关（刀闸）
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,earthwire_count_safe,varchar,YES,,保安地线数(现场安全措施)：配1（现场安全措施）工作票业务表单
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,whether_poweroff,varchar,YES,,是否停电工作(枚举：1-是； 2-否):配电低压工作单
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,per_billboard,longtext,YES,,（许可人填写）应装设遮栏、应悬挂标志牌（位置）
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,province_code,varchar,YES,,省编码
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,billboard_local,longtext,YES,,应设遮拦、应挂标示牌(现场安全措施)：配1（现场安全措施）工作票业务表单
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,ele_line_device,longtext,YES,,保留的带电线路或带电设备：线1、配1工作票业务表单-保留的带电线路或带电设备
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,pull_breaker_switch,longtext,YES,,应拉断路器（开关）和隔离开关（刀闸）：线路第一种工作票业务表单-应拉断路器（开关）和隔离开关（刀闸）
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,earthwire_count_work,varchar,YES,,工作地线数(现场安全措施)：配1（现场安全措施）工作票业务表单
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,whether_notice,varchar,YES,,是否通知重要客户:配电低压工作单(枚举：1-是； 2-否)
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,longitude,varchar,YES,,经度-作业地点
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,create_time,datetime,YES,,创建时间
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,bureau_code,varchar,YES,,局编码
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,dcpower_lowp_circle,longtext,YES,,应投切相关直流电源、低压及二次回路：变1、配1工作票业务表单-应投切相关直流电源、低压及二次回路
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,per_dcpower_lowp_circle,longtext,YES,,（许可人填写）应投切的相关交直流电源（负荷开关、空气开关、熔断器等）、低压及二次回路（连接片、软压板、转换开关、尾纤等）
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,billboard,longtext,YES,,应设遮拦、应挂标示牌：变1、变2、线1、配1（系统安全措施）工作票业务表单-应设遮拦、应挂标示牌
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,updator_id,varchar,YES,,更新人ID
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,nearby_ele_device,longtext,YES,,邻近的带电设备名称（新安规添加）
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,whether_line_grounding,varchar,YES,,是否要求线路对侧接地(枚举：1-是； 2-否)：变电第一种工作票业务表单-是否要求线路对侧接地
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,disater_repair_guardian_uname,varchar,YES,,灾后抢修专责监护人名称
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,stop_line,longtext,YES,,需停用重合闸线路：配电作业工作单
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,creator_id,varchar,YES,,创建人ID
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,power_circle_state,longtext,YES,,相关直流低压及二次回路状态：变电第二种工作票业务表单-相关直流低压及二次回路状态
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,per_switch_ear_insulation,longtext,YES,,（许可人填写）应合上的接地刀闸（双重名称或编号）、装设的接地线（装设地点）、装设的绝缘挡板
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,latitude,varchar,YES,,纬度-作业地点
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,line_state_require,longtext,YES,,线路状态要求
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,repair_control_uid,varchar,YES,,抢修任务布置人ID
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,remark,longtext,YES,,备注
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,data_from,varchar,YES,,数据来源
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,update_time,datetime,YES,,数据更新时间
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,disater_repair_guardian_uid,varchar,YES,,灾后抢修专责监护人id
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,work_way,longtext,YES,,工作方式或工作环境(新安规添加)
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,required_safty,longtext,YES,,工作要求的安全措施：变电第三种工作票业务表单-工作要求的安全措施-字符型 工作条件及运行方式要求： 配电带电作业工作票
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,repair_control_uname,varchar,YES,,抢修任务布置人名称
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,per_pull_switch,longtext,YES,,（许可人填写）应拉开的隔离开关（刀闸）（双重名称或编号）
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,pull_breaker,longtext,YES,,应拉断路器（开关）：变1、配1票业务表单-应拉断路器（开关）
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,work_condition,longtext,YES,,工作条件及运行方式要求：配电作业工作单
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,close_switch_earthwire,longtext,YES,,应合接地开关、装接地线：线1工作票业务表单-应合接地开关、装接地线
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,whether_load_adjustment,varchar,YES,,是否关联低压负荷调整单（低压配网票）：1：是，2：否
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,wticket_id,varchar,YES,,工作票ID
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,earthwire_count,varchar,YES,,应设地线数(现场安全措施)：配1（现场安全措施）工作票业务表单-应设地线数
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,other_care,longtext,YES,,其他安全注意事项：线1、配1工作票业务表单-其他安全注意事项
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,switch_earthwire_insulation,longtext,YES,,应合接地开关、装设接地线、应设绝缘挡板：变1、配1工作票业务表单-应合接地开关、装设接地线、应设绝缘挡板
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,job_location,longtext,YES,,作业地点
sp_pd_wticket_saftymeasures,工作票-工作应采取的安全措施,highp_device_state,longtext,YES,,相关高压设备状态：变电第二种工作票业务表单-相关高压设备状态
sp_saf_acc_device_fault_info,设备故障情况,id,varchar,NO,PRI,主键ID
sp_saf_acc_device_fault_info,设备故障情况,two_device_classify,varchar,YES,,二级设备分类：根据设备编号自动选取
sp_saf_acc_device_fault_info,设备故障情况,two_device_code,varchar,YES,,二级设备编码
sp_saf_acc_device_fault_info,设备故障情况,device_classify_full_path,varchar,YES,,设备分类全路径
sp_saf_acc_device_fault_info,设备故障情况,three_device_classify,varchar,YES,,三级设备分类：根据设备编号自动选取
sp_saf_acc_device_fault_info,设备故障情况,three_device_code,varchar,YES,,三级设备编码
sp_saf_acc_device_fault_info,设备故障情况,device_type,varchar,YES,,设备型号，手动录入
sp_saf_acc_device_fault_info,设备故障情况,accident_report_id,varchar,YES,,事故（事件）报表主键
sp_saf_acc_device_fault_info,设备故障情况,province_code,varchar,YES,,省编码
sp_saf_acc_device_fault_info,设备故障情况,fault_type_name,varchar,YES,,设备故障技术分类内容
sp_saf_acc_device_fault_info,设备故障情况,propertty_unit_oname,varchar,YES,,产权单位名称
sp_saf_acc_device_fault_info,设备故障情况,device_manufacturer_oname,varchar,YES,,设备的生产厂家名称
sp_saf_acc_device_fault_info,设备故障情况,net_value,varchar,YES,,设备净值
sp_saf_acc_device_fault_info,设备故障情况,error_type,varchar,YES,,错误类型：10:软件/硬件故障、20:原理错误、30:保护/压板漏投、40:压板错投等
sp_saf_acc_device_fault_info,设备故障情况,creator_uid,varchar,YES,,创建人ID
sp_saf_acc_device_fault_info,设备故障情况,patrol_review_date,datetime,YES,,巡视检查最近时间
sp_saf_acc_device_fault_info,设备故障情况,station_name,varchar,YES,,站/线名称
sp_saf_acc_device_fault_info,设备故障情况,periodic_review_type,varchar,YES,,预示定检类型
sp_saf_acc_device_fault_info,设备故障情况,device_defect_info,varchar,YES,,设备缺陷内容
sp_saf_acc_device_fault_info,设备故障情况,device_id,varchar,YES,,设备ID
sp_saf_acc_device_fault_info,设备故障情况,original_value,varchar,YES,,设备原值
sp_saf_acc_device_fault_info,设备故障情况,patrol_review_type,varchar,YES,,巡视检查类型
sp_saf_acc_device_fault_info,设备故障情况,create_time,datetime,YES,,创建时间
sp_saf_acc_device_fault_info,设备故障情况,create_dept_oname,varchar,YES,,创建人所在部门名称
sp_saf_acc_device_fault_info,设备故障情况,periodic_review_date,datetime,YES,,预示定检最近时间
sp_saf_acc_device_fault_info,设备故障情况,station_id,varchar,YES,,站/线ID
sp_saf_acc_device_fault_info,设备故障情况,device_manufacturer_oid,varchar,YES,,设备的生产厂家ID
sp_saf_acc_device_fault_info,设备故障情况,bureau_code,varchar,YES,,局编码
sp_saf_acc_device_fault_info,设备故障情况,create_dept_oid,varchar,YES,,创建人所在部门ID
sp_saf_acc_device_fault_info,设备故障情况,repair_code,varchar,YES,,检修维护编号
sp_saf_acc_device_fault_info,设备故障情况,volume,varchar,YES,,"容量,手动录入(t/h;MW;MVA)"
sp_saf_acc_device_fault_info,设备故障情况,voltage_grade,varchar,YES,,电压等级：10:0.4KV、20:6KV、30:10KV、40:35KV等
sp_saf_acc_device_fault_info,设备故障情况,device_code,varchar,YES,,设备编号
sp_saf_acc_device_fault_info,设备故障情况,one_device_classify,varchar,YES,,一级设备分类：根据设备编号自动选取
sp_saf_acc_device_fault_info,设备故障情况,propertty_unit_oid,varchar,YES,,产权单位ID
sp_saf_acc_device_fault_info,设备故障情况,update_uid,varchar,YES,,更新人员ID
sp_saf_acc_device_fault_info,设备故障情况,device_defect_date,datetime,YES,,缺陷发现时间
sp_saf_acc_device_fault_info,设备故障情况,update_dept_oid,varchar,YES,,更新人员所在部门ID
sp_saf_acc_device_fault_info,设备故障情况,update_dept_oname,varchar,YES,,更新人员所在部门名称
sp_saf_acc_device_fault_info,设备故障情况,data_from,varchar,YES,,数据来源
sp_saf_acc_device_fault_info,设备故障情况,device_name,varchar,YES,,设备名称
sp_saf_acc_device_fault_info,设备故障情况,update_time,datetime,YES,,更新时间
sp_saf_acc_device_fault_info,设备故障情况,one_device_code,varchar,YES,,一级设备编码
sp_saf_acc_device_fault_info,设备故障情况,extent_of_damage,varchar,YES,,设备的损坏程度：10:报废、20:更换、30:维修、40:修复、50:倾斜、60:变形等
sp_saf_acc_device_fault_info,设备故障情况,repair_date,datetime,YES,,检修维护最近时间
sp_saf_acc_device_fault_info,设备故障情况,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_saf_acc_device_fault_info,设备故障情况,repair_type,varchar,YES,,检修维护类型
sp_saf_acc_device_fault_info,设备故障情况,run_status,varchar,YES,,运行状态：1:投入、2:退出
sp_saf_acc_device_fault_info,设备故障情况,patrol_review_code,varchar,YES,,巡视检查编号
sp_saf_acc_device_fault_info,设备故障情况,periodic_review_code,varchar,YES,,预示定检编号
sp_saf_acc_device_fault_info,设备故障情况,four_device_classify,varchar,YES,,四级设备分类：根据设备编号自动选取
sp_saf_acc_device_fault_info,设备故障情况,fault_type_code,varchar,YES,,设备故障技术分类：10:电气设备过热、20:电气过电压、30:电气绝缘故障等
sp_saf_acc_device_fault_info,设备故障情况,create_uname,varchar,YES,,创建人名称
sp_saf_acc_device_fault_info,设备故障情况,update_uname,varchar,YES,,更新人员名称
sp_saf_acc_device_fault_info,设备故障情况,produce_date,datetime,YES,,生产日期
sp_saf_acc_device_fault_info,设备故障情况,four_device_code,varchar,YES,,四级设备编码
sp_saf_acc_device_fault_info,设备故障情况,run_date,datetime,YES,,投产日期
sp_saf_acc_relate_depart,事故事件有关单位,id,varchar,NO,PRI,主键ID
sp_saf_acc_relate_depart,事故事件有关单位,second_res_dept_oname,longtext,YES,,事故事件次要责任单位名称
sp_saf_acc_relate_depart,事故事件有关单位,construction_dept_oname,varchar,YES,,建设单位名称
sp_saf_acc_relate_depart,事故事件有关单位,bureau_id,varchar,YES,,地市级单位ID
sp_saf_acc_relate_depart,事故事件有关单位,supervision_dept_oname,varchar,YES,,监理单位名称
sp_saf_acc_relate_depart,事故事件有关单位,project_name,varchar,YES,,工程项目名称
sp_saf_acc_relate_depart,事故事件有关单位,province_code,varchar,YES,,省编码
sp_saf_acc_relate_depart,事故事件有关单位,accident_report_id,varchar,YES,,事故（事件）报表主键
sp_saf_acc_relate_depart,事故事件有关单位,supervision_unit_id,varchar,YES,,监理单位ID
sp_saf_acc_relate_depart,事故事件有关单位,bureau_name,longtext,YES,,地市级单位名称
sp_saf_acc_relate_depart,事故事件有关单位,main_res_unit_oname,varchar,YES,,主要责任单位（外部）
sp_saf_acc_relate_depart,事故事件有关单位,county_id,varchar,YES,,县级供电企业ID
sp_saf_acc_relate_depart,事故事件有关单位,project_id,varchar,YES,,项目ID
sp_saf_acc_relate_depart,事故事件有关单位,supervision_type,varchar,YES,,监理单位类型（0：内部，1：外部）
sp_saf_acc_relate_depart,事故事件有关单位,name_of_constr_unit,varchar,YES,,建设单位名称
sp_saf_acc_relate_depart,事故事件有关单位,creator_uid,varchar,YES,,创建人ID
sp_saf_acc_relate_depart,事故事件有关单位,unit_type_oth,varchar,YES,,其他涉及责任单位类型（0：内部 1： 外部）
sp_saf_acc_relate_depart,事故事件有关单位,station_name,longtext,YES,,所级单位名称
sp_saf_acc_relate_depart,事故事件有关单位,construction_dept_oid,varchar,YES,,建设单位ID
sp_saf_acc_relate_depart,事故事件有关单位,standard_level,varchar,YES,,达标（10：一级；20：二级；30：三级；40：四级）
sp_saf_acc_relate_depart,事故事件有关单位,create_time,datetime,YES,,创建时间
sp_saf_acc_relate_depart,事故事件有关单位,supervision_dept_oid,varchar,YES,,监理单位ID
sp_saf_acc_relate_depart,事故事件有关单位,create_dept_oname,varchar,YES,,创建人所在部门名称
sp_saf_acc_relate_depart,事故事件有关单位,superv_unit_name,varchar,YES,,监理单位名称
sp_saf_acc_relate_depart,事故事件有关单位,station_id,varchar,YES,,所级单位ID
sp_saf_acc_relate_depart,事故事件有关单位,bureau_code,varchar,YES,,局编码
sp_saf_acc_relate_depart,事故事件有关单位,project_code,varchar,YES,,项目编码
sp_saf_acc_relate_depart,事故事件有关单位,create_dept_oid,varchar,YES,,创建人所在部门ID
sp_saf_acc_relate_depart,事故事件有关单位,design_type,varchar,YES,,设计单位类型（0：内部，1：外部）
sp_saf_acc_relate_depart,事故事件有关单位,subcompany_oname,longtext,YES,,公司直属机构或分、子公司名称
sp_saf_acc_relate_depart,事故事件有关单位,execution_dept_oname_oth,longtext,YES,,施工单位名称（外部）
sp_saf_acc_relate_depart,事故事件有关单位,update_uid,varchar,YES,,更新人员ID
sp_saf_acc_relate_depart,事故事件有关单位,org_code,varchar,YES,,单位编码
sp_saf_acc_relate_depart,事故事件有关单位,second_res_dept_oid,varchar,YES,,事故事件次要责任单位ID
sp_saf_acc_relate_depart,事故事件有关单位,update_dept_oid,varchar,YES,,更新人员所在部门ID
sp_saf_acc_relate_depart,事故事件有关单位,unit_type_sec,varchar,YES,,次要责任单位类型（0：内部 1：外部）
sp_saf_acc_relate_depart,事故事件有关单位,design_dept_oname_oth,longtext,YES,,设计单位名称（外部）
sp_saf_acc_relate_depart,事故事件有关单位,diamond_level,varchar,YES,,钻级（10：一级；20：二级；30：三级；40：四级；50：五级）
sp_saf_acc_relate_depart,事故事件有关单位,unit_type,varchar,YES,,单位类型（0：内部，1：外部）
sp_saf_acc_relate_depart,事故事件有关单位,update_dept_oname,varchar,YES,,更新人员所在部门名称
sp_saf_acc_relate_depart,事故事件有关单位,data_from,varchar,YES,,数据来源
sp_saf_acc_relate_depart,事故事件有关单位,update_time,datetime,YES,,更新时间
sp_saf_acc_relate_depart,事故事件有关单位,namefullpath_of_second,longtext,YES,,事故事件次要责任单位全路径
sp_saf_acc_relate_depart,事故事件有关单位,execution_dept_oid,varchar,YES,,施工单位ID
sp_saf_acc_relate_depart,事故事件有关单位,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_saf_acc_relate_depart,事故事件有关单位,accident_other_unit_oname,varchar,YES,,事故涉及其他单位类型名称（外部）
sp_saf_acc_relate_depart,事故事件有关单位,supervision_dept_oname_oth,longtext,YES,,监理单位名称（外部）
sp_saf_acc_relate_depart,事故事件有关单位,execution_type,varchar,YES,,施工单位类型（0：内部，1：外部）
sp_saf_acc_relate_depart,事故事件有关单位,main_res_dept_oid,varchar,YES,,事故事件主要责任单位ID
sp_saf_acc_relate_depart,事故事件有关单位,construction_oname_oth,longtext,YES,,建设单位名称（外部）
sp_saf_acc_relate_depart,事故事件有关单位,second_res_unit_oname,varchar,YES,,次要责任单位（外部）
sp_saf_acc_relate_depart,事故事件有关单位,accident_other_dept_oid,varchar,YES,,事故涉及其他单位ID
sp_saf_acc_relate_depart,事故事件有关单位,design_dept_oname,longtext,YES,,设计单位名称
sp_saf_acc_relate_depart,事故事件有关单位,county_name,longtext,YES,,县级供电企业名称
sp_saf_acc_relate_depart,事故事件有关单位,create_uname,varchar,YES,,创建人名称
sp_saf_acc_relate_depart,事故事件有关单位,namefullpath_of_main,longtext,YES,,事故事件主要责任单位全路径
sp_saf_acc_relate_depart,事故事件有关单位,main_res_dept_oname,longtext,YES,,事故事件主要责任单位名称
sp_saf_acc_relate_depart,事故事件有关单位,design_dept_oid,varchar,YES,,设计单位ID
sp_saf_acc_relate_depart,事故事件有关单位,relate_state,varchar,YES,,关联状态
sp_saf_acc_relate_depart,事故事件有关单位,construction_type,varchar,YES,,建设单位类型（0：内部，1：外部）
sp_saf_acc_relate_depart,事故事件有关单位,update_uname,varchar,YES,,更新人员名称
sp_saf_acc_relate_depart,事故事件有关单位,subcompany_oid,varchar,YES,,公司直属机构或分、子公司ID
sp_saf_acc_relate_depart,事故事件有关单位,accident_other_dept_oname,longtext,YES,,事故涉及其他单位名称
sp_saf_acc_relate_depart,事故事件有关单位,execution_dept_oname,longtext,YES,,施工单位名称
sp_saf_accident_affection,事故事件影响,id,varchar,NO,PRI,主键ID
sp_saf_accident_affection,事故事件影响,update_dept_oid,varchar,YES,,更新人员所在部门ID
sp_saf_accident_affection,事故事件影响,station_not_all_stop_35,varchar,YES,,变电站（换流站）35kV非全停（座）
sp_saf_accident_affection,事故事件影响,station_not_all_stop_800,varchar,YES,,变电站（换流站）800kV非全停（座）
sp_saf_accident_affection,事故事件影响,stoped_draw_machine_group,varchar,YES,,不能按要求抽水机组合数（台）
sp_saf_accident_affection,事故事件影响,lower_min,varchar,YES,,持续时间，手动录入（分钟）
sp_saf_accident_affection,事故事件影响,monitoring_point_voltage,varchar,YES,,
sp_saf_accident_affection,事故事件影响,station_all_stop_220,varchar,YES,,变电站（换流站）220kV全停（座）
sp_saf_accident_affection,事故事件影响,accident_report_id,varchar,YES,,事故（事件）报表主键
sp_saf_accident_affection,事故事件影响,province_code,varchar,YES,,省编码
sp_saf_accident_affection,事故事件影响,data_from,varchar,YES,,数据来源
sp_saf_accident_affection,事故事件影响,update_dept_oname,varchar,YES,,更新人员所在部门名称
sp_saf_accident_affection,事故事件影响,update_time,datetime,YES,,更新时间
sp_saf_accident_affection,事故事件影响,lower_voltage_curve_scale,varchar,YES,,低于电压曲线值的比例(%)，手工录入
sp_saf_accident_affection,事故事件影响,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_saf_accident_affection,事故事件影响,creator_uid,varchar,YES,,创建人ID
sp_saf_accident_affection,事故事件影响,noplan_srop,varchar,YES,,非计划停运机组数（台）
sp_saf_accident_affection,事故事件影响,station_not_all_stop_500,varchar,YES,,变电站（换流站）500kV非全停（座）
sp_saf_accident_affection,事故事件影响,reduce_power,varchar,YES,,一次故障减出力（MW）
sp_saf_accident_affection,事故事件影响,station_not_all_stop_220,varchar,YES,,变电站（换流站）220kV非全停（座）
sp_saf_accident_affection,事故事件影响,create_time,datetime,YES,,创建时间
sp_saf_accident_affection,事故事件影响,create_dept_oname,varchar,YES,,创建人所在部门名称
sp_saf_accident_affection,事故事件影响,bureau_code,varchar,YES,,局编码
sp_saf_accident_affection,事故事件影响,create_dept_oid,varchar,YES,,创建人所在部门ID
sp_saf_accident_affection,事故事件影响,station_all_stop_35,varchar,YES,,变电站（换流站）36kV全停（座）
sp_saf_accident_affection,事故事件影响,station_all_stop_110,varchar,YES,,变电站（换流站）110kV全停（座）
sp_saf_accident_affection,事故事件影响,create_uname,varchar,YES,,创建人名称
sp_saf_accident_affection,事故事件影响,shutting_hour,varchar,YES,,闭锁时长（h）
sp_saf_accident_affection,事故事件影响,station_all_stop_500,varchar,YES,,变电站（换流站）500kV全停（座）
sp_saf_accident_affection,事故事件影响,update_uname,varchar,YES,,更新人员名称
sp_saf_accident_affection,事故事件影响,station_all_stop_800,varchar,YES,,变电站（换流站）800kV全停（座）
sp_saf_accident_affection,事故事件影响,reduce_power_over_40,varchar,YES,,闭锁类型或降功率40%以上
sp_saf_accident_affection,事故事件影响,update_uid,varchar,YES,,更新人员ID
sp_saf_accident_affection,事故事件影响,station_not_all_stop_110,varchar,YES,,变电站（换流站）110kV非全停（座）
sp_saf_accident_dispose,事故事件整改处理,id,varchar,NO,PRI,主键ID
sp_saf_accident_dispose,事故事件整改处理,acceptance_dept_oname,longtext,YES,,验收人单位部门名称
sp_saf_accident_dispose,事故事件整改处理,province_code,varchar,YES,,省编码
sp_saf_accident_dispose,事故事件整改处理,accident_report_id,varchar,YES,,事故（事件）报表主键
sp_saf_accident_dispose,事故事件整改处理,origin_finish_rectify_date,datetime,YES,,原计划完成时间
sp_saf_accident_dispose,事故事件整改处理,is_correct,varchar,YES,,关联纠正与预防标识枚举值：1、关联，2、未关联
sp_saf_accident_dispose,事故事件整改处理,second_wind_drection_info,longtext,YES,,二级验收人意见
sp_saf_accident_dispose,事故事件整改处理,data_belong_unit_oname,varchar,YES,,数据归口单位
sp_saf_accident_dispose,事故事件整改处理,delay_finish_rectify_date,datetime,YES,,申请延期时间
sp_saf_accident_dispose,事故事件整改处理,creator_uid,varchar,YES,,创建人ID
sp_saf_accident_dispose,事故事件整改处理,exposed_problem_id,varchar,YES,,暴露问题ID
sp_saf_accident_dispose,事故事件整改处理,acceptance_person_uname,longtext,YES,,验收人名称
sp_saf_accident_dispose,事故事件整改处理,enforcement_dept_oid,varchar,YES,,实施部门ID
sp_saf_accident_dispose,事故事件整改处理,acceptance_person_uid,varchar,YES,,验收人ID
sp_saf_accident_dispose,事故事件整改处理,enforcement_unit_oid,varchar,YES,,实施单位ID
sp_saf_accident_dispose,事故事件整改处理,create_time,datetime,YES,,创建时间
sp_saf_accident_dispose,事故事件整改处理,create_dept_oname,varchar,YES,,创建人所在部门名称
sp_saf_accident_dispose,事故事件整改处理,bureau_code,varchar,YES,,局编码
sp_saf_accident_dispose,事故事件整改处理,res_person_uname,longtext,YES,,责任人名称
sp_saf_accident_dispose,事故事件整改处理,complete_status,varchar,YES,,完成状态：1：已完成，2：未完成
sp_saf_accident_dispose,事故事件整改处理,create_dept_oid,varchar,YES,,创建人所在部门ID
sp_saf_accident_dispose,事故事件整改处理,delay_reason,longtext,YES,,延期原因
sp_saf_accident_dispose,事故事件整改处理,rectify_dept_oid,varchar,YES,,整改部门ID
sp_saf_accident_dispose,事故事件整改处理,second_acceptance_dept_oname,longtext,YES,,二级验收人单位部门名称
sp_saf_accident_dispose,事故事件整改处理,finish_rectify_date,datetime,YES,,计划完成时间
sp_saf_accident_dispose,事故事件整改处理,finish_rectify_info,longtext,YES,,完成情况
sp_saf_accident_dispose,事故事件整改处理,flow_state,varchar,YES,,流程状态
sp_saf_accident_dispose,事故事件整改处理,deadline_date,datetime,YES,,实际完成时间
sp_saf_accident_dispose,事故事件整改处理,data_belong_unit_ocode,varchar,YES,,数据归口单位编码
sp_saf_accident_dispose,事故事件整改处理,acceptance_time,datetime,YES,,验收时间
sp_saf_accident_dispose,事故事件整改处理,second_acceptance_person_uid,varchar,YES,,二级验收人ID
sp_saf_accident_dispose,事故事件整改处理,update_uid,varchar,YES,,更新人员ID
sp_saf_accident_dispose,事故事件整改处理,is_delay,varchar,YES,,是否延期 1：是，2：否
sp_saf_accident_dispose,事故事件整改处理,wind_drection_info,longtext,YES,,风险对比情况
sp_saf_accident_dispose,事故事件整改处理,date_from,varchar,YES,,
sp_saf_accident_dispose,事故事件整改处理,update_dept_oid,varchar,YES,,更新人员所在部门ID
sp_saf_accident_dispose,事故事件整改处理,acceptance_dept_oid,varchar,YES,,验收人单位部门ID
sp_saf_accident_dispose,事故事件整改处理,rectify_dept_oname,varchar,YES,,整改部门
sp_saf_accident_dispose,事故事件整改处理,process_ins_id,varchar,YES,,流程实例id
sp_saf_accident_dispose,事故事件整改处理,is_new_power,varchar,YES,,是否新电力
sp_saf_accident_dispose,事故事件整改处理,enforcement_dept_oname,longtext,YES,,实施部门
sp_saf_accident_dispose,事故事件整改处理,unit_orgcode,varchar,YES,,责任单位编码
sp_saf_accident_dispose,事故事件整改处理,update_dept_oname,varchar,YES,,更新人员所在部门名称
sp_saf_accident_dispose,事故事件整改处理,update_time,datetime,YES,,更新时间
sp_saf_accident_dispose,事故事件整改处理,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_saf_accident_dispose,事故事件整改处理,implement_depart,longtext,YES,,实施部门
